timestamp,src_ip,dst_ip,packet_count,byte_count,syn_count,fin_count,rst_count,ack_count,icmp_count,udp_count,duration_sec,label,attack_type
2025-11-12T22:30:31.886400,10.0.0.5,10.0.0.2,8,784,0,0,0,0,8,0,0.673569917678833,0,Normal
2025-11-12T22:30:31.887918,10.0.0.2,10.0.0.6,4,392,0,0,0,0,4,0,0.6664259433746338,0,Normal
2025-11-12T22:30:31.889609,10.0.0.6,10.0.0.2,4,392,0,0,0,0,4,0,0.6674656867980957,0,Normal
2025-11-12T22:30:31.891038,10.0.0.2,10.0.0.7,2,196,0,0,0,0,2,0,0.6620700359344482,0,Normal
2025-11-12T22:30:31.892178,10.0.0.7,10.0.0.2,2,196,0,0,0,0,2,0,0.6627264022827148,0,Normal
2025-11-12T22:30:31.893562,10.0.0.2,10.0.0.8,4,392,0,0,0,0,4,0,0.6574201583862305,0,Normal
2025-11-12T22:30:31.894877,10.0.0.8,10.0.0.2,4,392,0,0,0,0,4,0,0.6580867767333984,0,Normal
2025-11-12T22:30:31.896154,10.0.0.2,10.0.0.9,6,588,0,0,0,0,6,0,0.6514630317687988,0,Normal
2025-11-12T22:30:31.897709,10.0.0.9,10.0.0.2,6,588,0,0,0,0,6,0,0.6520490646362305,0,Normal
2025-11-12T22:30:31.899311,10.0.0.2,10.0.0.10,8,784,0,0,0,0,8,0,0.6455903053283691,0,Normal
2025-11-12T22:30:31.900587,10.0.0.10,10.0.0.2,8,784,0,0,0,0,8,0,0.6456959247589111,0,Normal
2025-11-12T22:30:31.902114,10.0.0.3,10.0.0.4,4,392,0,0,0,0,4,0,0.6263284683227539,0,Normal
2025-11-12T22:30:31.903598,10.0.0.4,10.0.0.3,4,392,0,0,0,0,4,0,0.6271188259124756,0,Normal
2025-11-12T22:30:31.904943,10.0.0.3,10.0.0.5,6,588,0,0,0,0,6,0,0.6209385395050049,0,Normal
2025-11-12T22:30:31.906564,10.0.0.5,10.0.0.3,6,588,0,0,0,0,6,0,0.6216633319854736,0,Normal
2025-11-12T22:30:31.908186,10.0.0.3,10.0.0.6,6,588,0,0,0,0,6,0,0.615635871887207,0,Normal
2025-11-12T22:30:31.909775,10.0.0.6,10.0.0.3,6,588,0,0,0,0,6,0,0.6162145137786865,0,Normal
2025-11-12T22:30:31.911144,10.0.0.3,10.0.0.7,4,392,0,0,0,0,4,0,0.6102063655853271,0,Normal
2025-11-12T22:30:31.912183,10.0.0.7,10.0.0.3,4,392,0,0,0,0,4,0,0.6105785369873047,0,Normal
2025-11-12T22:30:31.913562,10.0.0.3,10.0.0.8,2,196,0,0,0,0,2,0,0.6056270599365234,0,Normal
2025-11-12T22:30:31.915186,10.0.0.8,10.0.0.3,2,196,0,0,0,0,2,0,0.6066257953643799,0,Normal
2025-11-12T22:30:31.916641,10.0.0.3,10.0.0.9,4,392,0,0,0,0,4,0,0.6018991470336914,0,Normal
2025-11-12T22:30:31.918341,10.0.0.9,10.0.0.3,4,392,0,0,0,0,4,0,0.6028938293457031,0,Normal
2025-11-12T22:30:31.919864,10.0.0.3,10.0.0.10,6,588,0,0,0,0,6,0,0.5978426933288574,0,Normal
2025-11-12T22:30:31.921360,10.0.0.10,10.0.0.3,6,588,0,0,0,0,6,0,0.5983636379241943,0,Normal
2025-11-12T22:30:31.922901,10.0.0.4,10.0.0.5,4,392,0,0,0,0,4,0,0.573190450668335,0,Normal
2025-11-12T22:30:31.924179,10.0.0.5,10.0.0.4,4,392,0,0,0,0,4,0,0.5738544464111328,0,Normal
2025-11-12T22:30:31.925610,10.0.0.4,10.0.0.6,8,784,0,0,0,0,8,0,0.567863941192627,0,Normal
2025-11-12T22:30:31.927141,10.0.0.6,10.0.0.4,8,784,0,0,0,0,8,0,0.5680458545684814,0,Normal
2025-11-12T22:30:31.928492,10.0.0.4,10.0.0.7,6,588,0,0,0,0,6,0,0.5611777305603027,0,Normal
2025-11-12T22:30:31.930064,10.0.0.7,10.0.0.4,6,588,0,0,0,0,6,0,0.5619206428527832,0,Normal
2025-11-12T22:30:31.931411,10.0.0.4,10.0.0.8,4,392,0,0,0,0,4,0,0.5565457344055176,0,Normal
2025-11-12T22:30:31.933047,10.0.0.8,10.0.0.4,4,392,0,0,0,0,4,0,0.5575072765350342,0,Normal
2025-11-12T22:30:31.934731,10.0.0.4,10.0.0.9,2,196,0,0,0,0,2,0,0.5539522171020508,0,Normal
2025-11-12T22:30:31.936231,10.0.0.9,10.0.0.4,2,196,0,0,0,0,2,0,0.5548057556152344,0,Normal
2025-11-12T22:30:31.937878,10.0.0.4,10.0.0.10,4,392,0,0,0,0,4,0,0.5500950813293457,0,Normal
2025-11-12T22:30:31.939260,10.0.0.10,10.0.0.4,4,392,0,0,0,0,4,0,0.5508670806884766,0,Normal
2025-11-12T22:30:31.940531,10.0.0.5,10.0.0.6,10,980,0,0,0,0,10,0,0.5182859897613525,0,Normal
2025-11-12T22:30:31.941964,10.0.0.6,10.0.0.5,10,980,0,0,0,0,10,0,0.5181400775909424,0,Normal
2025-11-12T22:30:31.943323,10.0.0.5,10.0.0.7,8,784,0,0,0,0,8,0,0.5099518299102783,0,Normal
2025-11-12T22:30:31.944579,10.0.0.7,10.0.0.5,8,784,0,0,0,0,8,0,0.5099985599517822,0,Normal
2025-11-12T22:30:31.946272,10.0.0.5,10.0.0.8,6,588,0,0,0,0,6,0,0.5042226314544678,0,Normal
2025-11-12T22:30:31.947601,10.0.0.8,10.0.0.5,6,588,0,0,0,0,6,0,0.5046665668487549,0,Normal
2025-11-12T22:30:31.948893,10.0.0.5,10.0.0.9,4,392,0,0,0,0,4,0,0.4993264675140381,0,Normal
2025-11-12T22:30:31.950251,10.0.0.9,10.0.0.5,4,392,0,0,0,0,4,0,0.49999165534973145,0,Normal
2025-11-12T22:30:31.951539,10.0.0.5,10.0.0.10,2,196,0,0,0,0,2,0,0.49590468406677246,0,Normal
2025-11-12T22:30:31.952827,10.0.0.10,10.0.0.5,2,196,0,0,0,0,2,0,0.496610164642334,0,Normal
2025-11-12T22:30:31.954408,10.0.0.6,10.0.0.7,4,392,0,0,0,0,4,0,0.4584226608276367,0,Normal
2025-11-12T22:30:31.955781,10.0.0.7,10.0.0.6,4,392,0,0,0,0,4,0,0.4591391086578369,0,Normal
2025-11-12T22:30:31.957287,10.0.0.6,10.0.0.8,6,588,0,0,0,0,6,0,0.453965425491333,0,Normal
2025-11-12T22:30:31.958961,10.0.0.8,10.0.0.6,6,588,0,0,0,0,6,0,0.45475006103515625,0,Normal
2025-11-12T22:30:31.960317,10.0.0.6,10.0.0.9,8,784,0,0,0,0,8,0,0.44764184951782227,0,Normal
2025-11-12T22:30:31.962001,10.0.0.9,10.0.0.6,8,784,0,0,0,0,8,0,0.4481692314147949,0,Normal
2025-11-12T22:30:31.963458,10.0.0.6,10.0.0.10,10,980,0,0,0,0,10,0,0.44158244132995605,0,Normal
2025-11-12T22:30:31.964882,10.0.0.10,10.0.0.6,10,980,0,0,0,0,10,0,0.44147205352783203,0,Normal
2025-11-12T22:30:31.966749,10.0.0.7,10.0.0.8,4,392,0,0,0,0,4,0,0.4023163318634033,0,Normal
2025-11-12T22:30:31.967913,10.0.0.8,10.0.0.7,4,392,0,0,0,0,4,0,0.4028341770172119,0,Normal
2025-11-12T22:30:31.969371,10.0.0.7,10.0.0.9,6,588,0,0,0,0,6,0,0.397428035736084,0,Normal
2025-11-12T22:30:31.970921,10.0.0.9,10.0.0.7,6,588,0,0,0,0,6,0,0.39790964126586914,0,Normal
2025-11-12T22:30:31.972165,10.0.0.7,10.0.0.10,8,784,0,0,0,0,8,0,0.39165258407592773,0,Normal
2025-11-12T22:30:31.973648,10.0.0.10,10.0.0.7,8,784,0,0,0,0,8,0,0.3919506072998047,0,Normal
2025-11-12T22:30:31.975093,10.0.0.8,10.0.0.9,4,392,0,0,0,0,4,0,0.3467400074005127,0,Normal
2025-11-12T22:30:31.976543,10.0.0.9,10.0.0.8,4,392,0,0,0,0,4,0,0.3475685119628906,0,Normal
2025-11-12T22:30:31.977622,10.0.0.8,10.0.0.10,6,588,0,0,0,0,6,0,0.34205079078674316,0,Normal
2025-11-12T22:30:31.978721,10.0.0.10,10.0.0.8,6,588,0,0,0,0,6,0,0.34221959114074707,0,Normal
2025-11-12T22:30:31.979728,10.0.0.9,10.0.0.10,4,392,0,0,0,0,4,0,0.2704935073852539,0,Normal
2025-11-12T22:30:31.980844,10.0.0.10,10.0.0.9,4,392,0,0,0,0,4,0,0.270993709564209,0,Normal
2025-11-12T22:35:17.081381,10.0.0.1,10.0.0.3,3,294,0,0,0,0,3,0,0.7900834083557129,0,Normal
2025-11-12T22:35:17.089047,10.0.0.3,10.0.0.1,3,294,0,0,0,0,3,0,0.7967264652252197,0,Normal
2025-11-12T22:35:22.095949,10.0.0.1,10.0.0.3,15,1470,0,0,0,0,15,0,4.805060386657715,0,Normal
2025-11-12T22:35:22.101392,10.0.0.3,10.0.0.1,15,1470,0,0,0,0,15,0,4.8078062534332275,0,Normal
2025-11-12T22:35:27.108227,10.0.0.1,10.0.0.3,15,1470,0,0,0,0,15,0,4.809496164321899,0,Normal
2025-11-12T22:35:27.113451,10.0.0.3,10.0.0.1,15,1470,0,0,0,0,15,0,4.813442707061768,0,Normal
2025-11-12T22:35:32.117004,10.0.0.1,10.0.0.3,15,1470,0,0,0,0,15,0,4.8075480461120605,0,Normal
2025-11-12T22:35:32.119376,10.0.0.3,10.0.0.1,15,1470,0,0,0,0,15,0,4.808681488037109,0,Normal
2025-11-12T22:35:37.124551,10.0.0.1,10.0.0.3,12,1176,0,0,0,0,12,0,4.80444073677063,0,Normal
2025-11-12T22:35:37.130182,10.0.0.3,10.0.0.1,12,1176,0,0,0,0,12,0,4.807945489883423,0,Normal
2025-11-12T22:35:57.143283,10.0.0.2,10.0.0.4,12,1176,0,0,0,0,12,0,3.1388163566589355,0,Normal
2025-11-12T22:35:57.147472,10.0.0.4,10.0.0.2,12,1176,0,0,0,0,12,0,3.1415178775787354,0,Normal
2025-11-12T22:36:02.155434,10.0.0.2,10.0.0.4,15,1470,0,0,0,0,15,0,4.144554138183594,0,Normal
2025-11-12T22:36:02.160455,10.0.0.4,10.0.0.2,15,1470,0,0,0,0,15,0,4.146966457366943,0,Normal
2025-11-12T22:36:07.166677,10.0.0.2,10.0.0.4,15,1470,0,0,0,0,15,0,4.146538019180298,0,Normal
2025-11-12T22:36:07.170736,10.0.0.4,10.0.0.2,15,1470,0,0,0,0,15,0,4.147575855255127,0,Normal
2025-11-12T22:36:12.176684,10.0.0.2,10.0.0.4,15,1470,0,0,0,0,15,0,4.146683216094971,0,Normal
2025-11-12T22:36:12.182385,10.0.0.4,10.0.0.2,15,1470,0,0,0,0,15,0,4.1490843296051025,0,Normal
2025-11-12T22:36:17.188385,10.0.0.2,10.0.0.4,3,294,0,0,0,0,3,0,4.146669864654541,0,Normal
2025-11-12T22:36:17.193247,10.0.0.4,10.0.0.2,3,294,0,0,0,0,3,0,4.150067329406738,0,Normal
2025-11-12T22:37:37.234125,10.0.0.1,10.0.0.3,12134,18362212,3,0,0,12131,0,0,3.4033684730529785,0,Normal
2025-11-12T22:37:37.236290,10.0.0.3,10.0.0.1,6496,428760,3,0,0,6496,0,0,3.4030845165252686,0,Normal
2025-11-12T22:37:42.243190,10.0.0.1,10.0.0.3,17956,27185384,0,0,0,17956,0,0,5.003910303115845,0,Normal
2025-11-12T22:37:42.245768,10.0.0.3,10.0.0.1,9068,598488,0,0,0,9068,0,0,5.005463123321533,0,Normal
2025-11-12T22:37:47.253219,10.0.0.1,10.0.0.3,17924,27136936,0,0,0,17924,0,0,4.999179124832153,0,Normal
2025-11-12T22:37:47.255507,10.0.0.3,10.0.0.1,9274,612084,0,0,0,9274,0,0,5.001363515853882,0,Normal
2025-11-12T22:37:52.266941,10.0.0.3,10.0.0.1,9584,632544,0,0,0,9584,0,0,5.002068281173706,0,Normal
2025-11-12T22:37:52.269475,10.0.0.1,10.0.0.3,17263,26136182,0,0,0,17263,0,0,5.004449367523193,0,Normal
2025-11-12T22:37:57.280330,10.0.0.1,10.0.0.3,17412,26361768,0,0,0,17412,0,0,5.0023064613342285,0,Normal
2025-11-12T22:37:57.282413,10.0.0.3,10.0.0.1,9336,616176,0,0,0,9336,0,0,5.004281044006348,0,Normal
2025-11-12T22:38:02.292767,10.0.0.3,10.0.0.1,8142,537372,0,0,0,8142,0,0,5.003408193588257,0,Normal
2025-11-12T22:38:02.294970,10.0.0.1,10.0.0.3,18582,28133148,0,0,0,18582,0,0,5.005397319793701,0,Normal
2025-11-12T22:38:07.302683,10.0.0.3,10.0.0.1,10537,695442,0,0,0,10537,0,0,5.003483295440674,0,Normal
2025-11-12T22:38:07.305458,10.0.0.1,10.0.0.3,16533,25024306,0,2,0,16533,0,0,5.006066560745239,0,Normal
2025-11-12T22:38:12.309249,10.0.0.3,10.0.0.1,842,55572,0,3,0,842,0,0,5.001155614852905,0,Normal
2025-11-12T22:38:12.313694,10.0.0.1,10.0.0.3,66,95252,0,1,0,66,0,0,5.00546932220459,0,Normal
2025-11-12T22:38:27.320559,10.0.0.1,10.0.0.2,4,392,0,0,0,0,4,0,0.9045946598052979,0,Normal
2025-11-12T22:38:27.325144,10.0.0.2,10.0.0.1,4,392,0,0,0,0,4,0,0.9077484607696533,0,Normal
2025-11-12T22:38:27.327448,10.0.0.1,10.0.0.3,6,588,0,0,0,0,6,0,0.90376877784729,0,Normal
2025-11-12T22:38:27.329352,10.0.0.3,10.0.0.1,6,588,0,0,0,0,6,0,0.9039933681488037,0,Normal
2025-11-12T22:38:27.330691,10.0.0.1,10.0.0.4,8,784,0,0,0,0,8,0,0.8978939056396484,0,Normal
2025-11-12T22:38:27.332209,10.0.0.4,10.0.0.1,8,784,0,0,0,0,8,0,0.8982424736022949,0,Normal
2025-11-12T22:38:27.333722,10.0.0.1,10.0.0.5,10,980,0,0,0,0,10,0,0.890765905380249,0,Normal
2025-11-12T22:38:27.335106,10.0.0.5,10.0.0.1,10,980,0,0,0,0,10,0,0.8906660079956055,0,Normal
2025-11-12T22:38:27.336209,10.0.0.1,10.0.0.6,2,196,0,0,0,0,2,0,0.8844068050384521,0,Normal
2025-11-12T22:38:27.337918,10.0.0.6,10.0.0.1,2,196,0,0,0,0,2,0,0.8855264186859131,0,Normal
2025-11-12T22:38:27.339607,10.0.0.1,10.0.0.7,4,392,0,0,0,0,4,0,0.879906415939331,0,Normal
2025-11-12T22:38:27.340876,10.0.0.7,10.0.0.1,4,392,0,0,0,0,4,0,0.8805158138275146,0,Normal
2025-11-12T22:38:27.342771,10.0.0.1,10.0.0.8,6,588,0,0,0,0,6,0,0.8749053478240967,0,Normal
2025-11-12T22:38:27.344166,10.0.0.8,10.0.0.1,6,588,0,0,0,0,6,0,0.8753745555877686,0,Normal
2025-11-12T22:38:27.346041,10.0.0.1,10.0.0.9,8,784,0,0,0,0,8,0,0.8677778244018555,0,Normal
2025-11-12T22:38:27.347588,10.0.0.9,10.0.0.1,8,784,0,0,0,0,8,0,0.8679006099700928,0,Normal
2025-11-12T22:38:27.349000,10.0.0.1,10.0.0.10,10,980,0,0,0,0,10,0,0.8607597351074219,0,Normal
2025-11-12T22:38:27.350961,10.0.0.10,10.0.0.1,10,980,0,0,0,0,10,0,0.8611254692077637,0,Normal
2025-11-12T22:38:27.352183,10.0.0.2,10.0.0.3,4,392,0,0,0,0,4,0,0.8499691486358643,0,Normal
2025-11-12T22:38:27.353825,10.0.0.3,10.0.0.2,4,392,0,0,0,0,4,0,0.8507778644561768,0,Normal
2025-11-12T22:38:27.355465,10.0.0.2,10.0.0.4,6,588,0,0,0,0,6,0,0.8469524383544922,0,Normal
2025-11-12T22:38:27.357001,10.0.0.4,10.0.0.2,6,588,0,0,0,0,6,0,0.84722900390625,0,Normal
2025-11-12T22:38:27.358578,10.0.0.2,10.0.0.5,8,784,0,0,0,0,8,0,0.8417861461639404,0,Normal
2025-11-12T22:38:27.359731,10.0.0.5,10.0.0.2,8,784,0,0,0,0,8,0,0.8418238162994385,0,Normal
2025-11-12T22:38:27.361113,10.0.0.2,10.0.0.6,4,392,0,0,0,0,4,0,0.8358025550842285,0,Normal
2025-11-12T22:38:27.362703,10.0.0.6,10.0.0.2,4,392,0,0,0,0,4,0,0.8367879390716553,0,Normal
2025-11-12T22:38:27.363905,10.0.0.2,10.0.0.7,2,196,0,0,0,0,2,0,0.8314852714538574,0,Normal
2025-11-12T22:38:27.365415,10.0.0.7,10.0.0.2,2,196,0,0,0,0,2,0,0.8324017524719238,0,Normal
2025-11-12T22:38:27.367512,10.0.0.2,10.0.0.8,4,392,0,0,0,0,4,0,0.8271439075469971,0,Normal
2025-11-12T22:38:27.369023,10.0.0.8,10.0.0.2,4,392,0,0,0,0,4,0,0.8279821872711182,0,Normal
2025-11-12T22:38:27.370653,10.0.0.2,10.0.0.9,6,588,0,0,0,0,6,0,0.8233866691589355,0,Normal
2025-11-12T22:38:27.372099,10.0.0.9,10.0.0.2,6,588,0,0,0,0,6,0,0.8237576484680176,0,Normal
2025-11-12T22:38:27.373703,10.0.0.2,10.0.0.10,8,784,0,0,0,0,8,0,0.8174045085906982,0,Normal
2025-11-12T22:38:27.375344,10.0.0.10,10.0.0.2,8,784,0,0,0,0,8,0,0.8178813457489014,0,Normal
2025-11-12T22:38:27.377052,10.0.0.3,10.0.0.4,4,392,0,0,0,0,4,0,0.8001425266265869,0,Normal
2025-11-12T22:38:27.378633,10.0.0.4,10.0.0.3,4,392,0,0,0,0,4,0,0.8010826110839844,0,Normal
2025-11-12T22:38:27.379755,10.0.0.3,10.0.0.5,6,588,0,0,0,0,6,0,0.7943642139434814,0,Normal
2025-11-12T22:38:27.381301,10.0.0.5,10.0.0.3,6,588,0,0,0,0,6,0,0.7948987483978271,0,Normal
2025-11-12T22:38:27.382911,10.0.0.3,10.0.0.6,6,588,0,0,0,0,6,0,0.7882750034332275,0,Normal
2025-11-12T22:38:27.384922,10.0.0.6,10.0.0.3,6,588,0,0,0,0,6,0,0.7894155979156494,0,Normal
2025-11-12T22:38:27.386657,10.0.0.3,10.0.0.7,4,392,0,0,0,0,4,0,0.7840006351470947,0,Normal
2025-11-12T22:38:27.388120,10.0.0.7,10.0.0.3,4,392,0,0,0,0,4,0,0.7848889827728271,0,Normal
2025-11-12T22:38:27.389753,10.0.0.3,10.0.0.8,2,196,0,0,0,0,2,0,0.7803771495819092,0,Normal
2025-11-12T22:38:27.391171,10.0.0.8,10.0.0.3,2,196,0,0,0,0,2,0,0.7812299728393555,0,Normal
2025-11-12T22:38:27.392520,10.0.0.3,10.0.0.9,4,392,0,0,0,0,4,0,0.7764785289764404,0,Normal
2025-11-12T22:38:27.394138,10.0.0.9,10.0.0.3,4,392,0,0,0,0,4,0,0.7774839401245117,0,Normal
2025-11-12T22:38:27.395744,10.0.0.3,10.0.0.10,6,588,0,0,0,0,6,0,0.7717533111572266,0,Normal
2025-11-12T22:38:27.397201,10.0.0.10,10.0.0.3,6,588,0,0,0,0,6,0,0.7723619937896729,0,Normal
2025-11-12T22:38:27.398698,10.0.0.4,10.0.0.5,4,392,0,0,0,0,4,0,0.7488136291503906,0,Normal
2025-11-12T22:38:27.400237,10.0.0.5,10.0.0.4,4,392,0,0,0,0,4,0,0.7497806549072266,0,Normal
2025-11-12T22:38:27.401766,10.0.0.4,10.0.0.6,8,784,0,0,0,0,8,0,0.7438178062438965,0,Normal
2025-11-12T22:38:27.403355,10.0.0.6,10.0.0.4,8,784,0,0,0,0,8,0,0.7441806793212891,0,Normal
2025-11-12T22:38:27.405192,10.0.0.4,10.0.0.7,6,588,0,0,0,0,6,0,0.7374529838562012,0,Normal
2025-11-12T22:38:27.406873,10.0.0.7,10.0.0.4,6,588,0,0,0,0,6,0,0.738283634185791,0,Normal
2025-11-12T22:38:27.408260,10.0.0.4,10.0.0.8,4,392,0,0,0,0,4,0,0.7316625118255615,0,Normal
2025-11-12T22:38:27.409635,10.0.0.8,10.0.0.4,4,392,0,0,0,0,4,0,0.7324385643005371,0,Normal
2025-11-12T22:38:27.411026,10.0.0.4,10.0.0.9,2,196,0,0,0,0,2,0,0.7281813621520996,0,Normal
2025-11-12T22:38:27.412196,10.0.0.9,10.0.0.4,2,196,0,0,0,0,2,0,0.7289364337921143,0,Normal
2025-11-12T22:38:27.413828,10.0.0.4,10.0.0.10,4,392,0,0,0,0,4,0,0.72444748878479,0,Normal
2025-11-12T22:38:27.415340,10.0.0.10,10.0.0.4,4,392,0,0,0,0,4,0,0.7253608703613281,0,Normal
2025-11-12T22:38:27.417164,10.0.0.5,10.0.0.6,10,980,0,0,0,0,10,0,0.692265510559082,0,Normal
2025-11-12T22:38:27.418875,10.0.0.6,10.0.0.5,10,980,0,0,0,0,10,0,0.6925868988037109,0,Normal
2025-11-12T22:38:27.420205,10.0.0.5,10.0.0.7,8,784,0,0,0,0,8,0,0.6856675148010254,0,Normal
2025-11-12T22:38:27.422201,10.0.0.7,10.0.0.5,8,784,0,0,0,0,8,0,0.6865661144256592,0,Normal
2025-11-12T22:38:27.423680,10.0.0.5,10.0.0.8,6,588,0,0,0,0,6,0,0.679701566696167,0,Normal
2025-11-12T22:38:27.425314,10.0.0.8,10.0.0.5,6,588,0,0,0,0,6,0,0.6804254055023193,0,Normal
2025-11-12T22:38:27.426901,10.0.0.5,10.0.0.9,4,392,0,0,0,0,4,0,0.6752548217773438,0,Normal
2025-11-12T22:38:27.428151,10.0.0.9,10.0.0.5,4,392,0,0,0,0,4,0,0.675755500793457,0,Normal
2025-11-12T22:38:27.429502,10.0.0.5,10.0.0.10,2,196,0,0,0,0,2,0,0.6709995269775391,0,Normal
2025-11-12T22:38:27.431082,10.0.0.10,10.0.0.5,2,196,0,0,0,0,2,0,0.6720712184906006,0,Normal
2025-11-12T22:38:27.432516,10.0.0.6,10.0.0.7,4,392,0,0,0,0,4,0,0.6378962993621826,0,Normal
2025-11-12T22:38:27.433959,10.0.0.7,10.0.0.6,4,392,0,0,0,0,4,0,0.638664722442627,0,Normal
2025-11-12T22:38:27.435687,10.0.0.6,10.0.0.8,6,588,0,0,0,0,6,0,0.6334052085876465,0,Normal
2025-11-12T22:38:27.437607,10.0.0.8,10.0.0.6,6,588,0,0,0,0,6,0,0.6344137191772461,0,Normal
2025-11-12T22:38:27.439135,10.0.0.6,10.0.0.9,8,784,0,0,0,0,8,0,0.6284911632537842,0,Normal
2025-11-12T22:38:27.440768,10.0.0.9,10.0.0.6,8,784,0,0,0,0,8,0,0.6281661987304688,0,Normal
2025-11-12T22:38:27.442165,10.0.0.6,10.0.0.10,10,980,0,0,0,0,10,0,0.6209681034088135,0,Normal
2025-11-12T22:38:27.443590,10.0.0.10,10.0.0.6,10,980,0,0,0,0,10,0,0.6204907894134521,0,Normal
2025-11-12T22:38:27.444995,10.0.0.7,10.0.0.8,4,392,0,0,0,0,4,0,0.5795552730560303,0,Normal
2025-11-12T22:38:27.446730,10.0.0.8,10.0.0.7,4,392,0,0,0,0,4,0,0.5806927680969238,0,Normal
2025-11-12T22:38:27.448274,10.0.0.7,10.0.0.9,6,588,0,0,0,0,6,0,0.5754134654998779,0,Normal
2025-11-12T22:38:27.449859,10.0.0.9,10.0.0.7,6,588,0,0,0,0,6,0,0.5760612487792969,0,Normal
2025-11-12T22:38:27.451217,10.0.0.7,10.0.0.10,8,784,0,0,0,0,8,0,0.5699362754821777,0,Normal
2025-11-12T22:38:27.452946,10.0.0.10,10.0.0.7,8,784,0,0,0,0,8,0,0.5705268383026123,0,Normal
2025-11-12T22:38:27.454589,10.0.0.8,10.0.0.9,4,392,0,0,0,0,4,0,0.5257115364074707,0,Normal
2025-11-12T22:38:27.456172,10.0.0.9,10.0.0.8,4,392,0,0,0,0,4,0,0.526637077331543,0,Normal
2025-11-12T22:38:27.457714,10.0.0.8,10.0.0.10,6,588,0,0,0,0,6,0,0.5213961601257324,0,Normal
2025-11-12T22:38:27.459373,10.0.0.10,10.0.0.8,6,588,0,0,0,0,6,0,0.5216188430786133,0,Normal
2025-11-12T22:38:27.461172,10.0.0.9,10.0.0.10,4,392,0,0,0,0,4,0,0.46986818313598633,0,Normal
2025-11-12T22:38:27.462740,10.0.0.10,10.0.0.9,4,392,0,0,0,0,4,0,0.4708418846130371,0,Normal
2025-11-12T22:38:47.471980,10.0.0.1,10.0.0.2,4,392,0,0,0,0,4,0,3.9011316299438477,0,Normal
2025-11-12T22:38:47.477371,10.0.0.2,10.0.0.1,4,392,0,0,0,0,4,0,3.9053001403808594,0,Normal
2025-11-12T22:38:47.480485,10.0.0.1,10.0.0.3,6,588,0,0,0,0,6,0,3.902988910675049,0,Normal
